event_id,log,source,category,subcategory,description,sample,reference,how_to_collect,sample_type,mitre_techniques,acsc_priority_log,nist_800_53_au,field_schema,group_policy_path,opposite_event_id,cim_mapping
40,System,Microsoft-Windows-Hyper-V-Netvsc,Microsoft-Windows-Hyper-V-Netvsc,,Task; {Task}; failed because of low memory. {MemoryRequired} bytes of memory was required,"Log Name:      System
Source:        Microsoft-Windows-Hyper-V-Netvsc
Event ID:      40
Level:         Error
Computer:      WKS-0142.corp.local
Description:
Task; {Task}; failed because of low memory. {MemoryRequired} bytes of memory was required","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
42,System,Microsoft-Windows-Hyper-V-Netvsc,Microsoft-Windows-Hyper-V-Netvsc,,Sending Interface Index (IfIndex {IfIndex})of RNDIS miniport '{MiniportName}' to VF adapter '{VfAdapterName}' failed. Status = {Status}. RequestHandled = {RequestHandled}. RDMA cannot be enabled on the adapter,"Log Name:      System
Source:        Microsoft-Windows-Hyper-V-Netvsc
Event ID:      42
Level:         Error
Computer:      WKS-0142.corp.local
Description:
Sending Interface Index (IfIndex {IfIndex})of RNDIS miniport '{MiniportName}' to VF adapter '{VfAdapterName}' failed. Status = {Status}. RequestHandled = {RequestHandled}. RDMA cannot be enabled on the adapter","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
45,System,Microsoft-Windows-Hyper-V-Netvsc,Microsoft-Windows-Hyper-V-Netvsc,,Miniport '{MiniportName}' failed to report NDK capabilities. Operation NDK enabled - {NdkEnabled}.,"Log Name:      System
Source:        Microsoft-Windows-Hyper-V-Netvsc
Event ID:      45
Level:         Error
Computer:      WKS-0142.corp.local
Description:
Miniport '{MiniportName}' failed to report NDK capabilities. Operation NDK enabled - {NdkEnabled}.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
46,System,Microsoft-Windows-Hyper-V-Netvsc,Microsoft-Windows-Hyper-V-Netvsc,,VF adapter '{VfAdapterName}' did not report NDK capabilities.,"Log Name:      System
Source:        Microsoft-Windows-Hyper-V-Netvsc
Event ID:      46
Level:         Information
Computer:      WKS-0142.corp.local
Description:
VF adapter '{VfAdapterName}' did not report NDK capabilities.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
47,System,Microsoft-Windows-Hyper-V-Netvsc,Microsoft-Windows-Hyper-V-Netvsc,,VF adapter '{VfAdapterName}' reported NDK capabilities in enabled operational state.,"Log Name:      System
Source:        Microsoft-Windows-Hyper-V-Netvsc
Event ID:      47
Level:         Information
Computer:      WKS-0142.corp.local
Description:
VF adapter '{VfAdapterName}' reported NDK capabilities in enabled operational state.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
48,System,Microsoft-Windows-Hyper-V-Netvsc,Microsoft-Windows-Hyper-V-Netvsc,,VF adapter '{VfAdapterName}' reported NDK capabilities in disabled operational state.,"Log Name:      System
Source:        Microsoft-Windows-Hyper-V-Netvsc
Event ID:      48
Level:         Warning
Computer:      WKS-0142.corp.local
Description:
VF adapter '{VfAdapterName}' reported NDK capabilities in disabled operational state.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
8000,Microsoft-Windows-AppLocker/EXE and DLL,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,AppID policy conversion failed. Status {Status}.,"Log Name:      Microsoft-Windows-AppLocker/EXE and DLL
Source:        Microsoft-Windows-AppLocker
Event ID:      8000
Level:         Error
Computer:      WKS-0142.corp.local
Description:
AppID policy conversion failed. Status {Status}.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8001,Microsoft-Windows-AppLocker/EXE and DLL,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,(Event from Microsoft-Windows-AppLocker; no message template provided by the manifest),"Log Name:      Microsoft-Windows-AppLocker/EXE and DLL
Source:        Microsoft-Windows-AppLocker
Event ID:      8001
Level:         Information
Computer:      WKS-0142.corp.local
Description:
(no message template provided by the manifest for this event)","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8004,Microsoft-Windows-AppLocker/EXE and DLL,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,{PolicyNameLength}1 was prevented from running.,"Log Name:      Microsoft-Windows-AppLocker/EXE and DLL
Source:        Microsoft-Windows-AppLocker
Event ID:      8004
Level:         Error
Computer:      WKS-0142.corp.local
Description:
{PolicyNameLength}1 was prevented from running.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8007,Microsoft-Windows-AppLocker/MSI and Script,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,{PolicyNameLength}1 was prevented from running.,"Log Name:      Microsoft-Windows-AppLocker/MSI and Script
Source:        Microsoft-Windows-AppLocker
Event ID:      8007
Level:         Error
Computer:      WKS-0142.corp.local
Description:
{PolicyNameLength}1 was prevented from running.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8008,Microsoft-Windows-AppLocker/EXE and DLL,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,{FilePathBuffer}: AppLocker component not available on this SKU.,"Log Name:      Microsoft-Windows-AppLocker/EXE and DLL
Source:        Microsoft-Windows-AppLocker
Event ID:      8008
Level:         Warning
Computer:      WKS-0142.corp.local
Description:
{FilePathBuffer}: AppLocker component not available on this SKU.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8009,Microsoft-Windows-AppLocker/MSI and Script,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,{FilePathBuffer}: AppLocker component not available on this SKU.,"Log Name:      Microsoft-Windows-AppLocker/MSI and Script
Source:        Microsoft-Windows-AppLocker
Event ID:      8009
Level:         Warning
Computer:      WKS-0142.corp.local
Description:
{FilePathBuffer}: AppLocker component not available on this SKU.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8021,Microsoft-Windows-AppLocker/Packaged app-Execution,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,{PolicyNameLength}1 was allowed to run but would have been prevented from running if the AppLocker policy were enforced.,"Log Name:      Microsoft-Windows-AppLocker/Packaged app-Execution
Source:        Microsoft-Windows-AppLocker
Event ID:      8021
Level:         Warning
Computer:      WKS-0142.corp.local
Description:
{PolicyNameLength}1 was allowed to run but would have been prevented from running if the AppLocker policy were enforced.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8022,Microsoft-Windows-AppLocker/Packaged app-Execution,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,{PolicyNameLength}1 was prevented from running.,"Log Name:      Microsoft-Windows-AppLocker/Packaged app-Execution
Source:        Microsoft-Windows-AppLocker
Event ID:      8022
Level:         Error
Computer:      WKS-0142.corp.local
Description:
{PolicyNameLength}1 was prevented from running.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8024,Microsoft-Windows-AppLocker/Packaged app-Deployment,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,{PolicyNameLength}1 was allowed to run but would have been prevented from running if the AppLocker policy were enforced.,"Log Name:      Microsoft-Windows-AppLocker/Packaged app-Deployment
Source:        Microsoft-Windows-AppLocker
Event ID:      8024
Level:         Warning
Computer:      WKS-0142.corp.local
Description:
{PolicyNameLength}1 was allowed to run but would have been prevented from running if the AppLocker policy were enforced.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8025,Microsoft-Windows-AppLocker/Packaged app-Deployment,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,{PolicyNameLength}1 was prevented from running.,"Log Name:      Microsoft-Windows-AppLocker/Packaged app-Deployment
Source:        Microsoft-Windows-AppLocker
Event ID:      8025
Level:         Error
Computer:      WKS-0142.corp.local
Description:
{PolicyNameLength}1 was prevented from running.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8026,Microsoft-Windows-AppLocker/Packaged app-Deployment,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,(Event from Microsoft-Windows-AppLocker; no message template provided by the manifest),"Log Name:      Microsoft-Windows-AppLocker/Packaged app-Deployment
Source:        Microsoft-Windows-AppLocker
Event ID:      8026
Level:         Error
Computer:      WKS-0142.corp.local
Description:
(no message template provided by the manifest for this event)","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8027,Microsoft-Windows-AppLocker/Packaged app-Execution,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,(Event from Microsoft-Windows-AppLocker; no message template provided by the manifest),"Log Name:      Microsoft-Windows-AppLocker/Packaged app-Execution
Source:        Microsoft-Windows-AppLocker
Event ID:      8027
Level:         Error
Computer:      WKS-0142.corp.local
Description:
(no message template provided by the manifest for this event)","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8028,Microsoft-Windows-AppLocker/MSI and Script,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,{FilePath} was allowed to run but would have been prevented if the Config CI policy were enforced.,"Log Name:      Microsoft-Windows-AppLocker/MSI and Script
Source:        Microsoft-Windows-AppLocker
Event ID:      8028
Level:         Warning
Computer:      WKS-0142.corp.local
Description:
{FilePath} was allowed to run but would have been prevented if the Config CI policy were enforced.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8029,Microsoft-Windows-AppLocker/MSI and Script,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,{FilePath} was prevented from running due to Config CI policy.,"Log Name:      Microsoft-Windows-AppLocker/MSI and Script
Source:        Microsoft-Windows-AppLocker
Event ID:      8029
Level:         Error
Computer:      WKS-0142.corp.local
Description:
{FilePath} was prevented from running due to Config CI policy.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8030,Microsoft-Windows-AppLocker/EXE and DLL,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,"ManagedInstaller check SUCCEEDED during Appid verification of{ImageName}.
Status: {StatusCode}","Log Name:      Microsoft-Windows-AppLocker/EXE and DLL
Source:        Microsoft-Windows-AppLocker
Event ID:      8030
Level:         Information
Computer:      WKS-0142.corp.local
Description:
ManagedInstaller check SUCCEEDED during Appid verification of{ImageName}.
Status: {StatusCode}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""},""status"":""string""}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,8032,
8031,Microsoft-Windows-AppLocker/EXE and DLL,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,SmartlockerFilter detected file {FileName} being written by process {CurrentProcess}.,"Log Name:      Microsoft-Windows-AppLocker/EXE and DLL
Source:        Microsoft-Windows-AppLocker
Event ID:      8031
Level:         Information
Computer:      WKS-0142.corp.local
Description:
SmartlockerFilter detected file {FileName} being written by process {CurrentProcess}.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8032,Microsoft-Windows-AppLocker/EXE and DLL,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,"ManagedInstaller check FAILED during Appid verification of{ImageName}.
Status: {StatusCode}","Log Name:      Microsoft-Windows-AppLocker/EXE and DLL
Source:        Microsoft-Windows-AppLocker
Event ID:      8032
Level:         Error
Computer:      WKS-0142.corp.local
Description:
ManagedInstaller check FAILED during Appid verification of{ImageName}.
Status: {StatusCode}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""},""status"":""string""}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,8030,
8033,Microsoft-Windows-AppLocker/EXE and DLL,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,"ManagedInstaller check FAILED during Appid verification of{ImageName}.
Status: {StatusCode}
Allowed to run due to Audit Applocker Policy","Log Name:      Microsoft-Windows-AppLocker/EXE and DLL
Source:        Microsoft-Windows-AppLocker
Event ID:      8033
Level:         Warning
Computer:      WKS-0142.corp.local
Description:
ManagedInstaller check FAILED during Appid verification of{ImageName}.
Status: {StatusCode}
Allowed to run due to Audit Applocker Policy","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""},""status"":""string""}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8034,Microsoft-Windows-AppLocker/MSI and Script,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,"ManagedInstaller Script check FAILED during Appid verification of{ImageName}.
Status: {StatusCode}","Log Name:      Microsoft-Windows-AppLocker/MSI and Script
Source:        Microsoft-Windows-AppLocker
Event ID:      8034
Level:         Information
Computer:      WKS-0142.corp.local
Description:
ManagedInstaller Script check FAILED during Appid verification of{ImageName}.
Status: {StatusCode}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""},""status"":""string""}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,8035,
8035,Microsoft-Windows-AppLocker/MSI and Script,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,"ManagedInstaller Script check SUCCEEDED during Appid verification of{ImageName}.
Status: {StatusCode}","Log Name:      Microsoft-Windows-AppLocker/MSI and Script
Source:        Microsoft-Windows-AppLocker
Event ID:      8035
Level:         Error
Computer:      WKS-0142.corp.local
Description:
ManagedInstaller Script check SUCCEEDED during Appid verification of{ImageName}.
Status: {StatusCode}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""},""status"":""string""}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,8034,
8036,Microsoft-Windows-AppLocker/MSI and Script,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,{CLSID} was prevented from running due to Config CI policy.,"Log Name:      Microsoft-Windows-AppLocker/MSI and Script
Source:        Microsoft-Windows-AppLocker
Event ID:      8036
Level:         Error
Computer:      WKS-0142.corp.local
Description:
{CLSID} was prevented from running due to Config CI policy.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8037,Microsoft-Windows-AppLocker/MSI and Script,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,{FilePath} passed Config CI policy and was allowed to run.,"Log Name:      Microsoft-Windows-AppLocker/MSI and Script
Source:        Microsoft-Windows-AppLocker
Event ID:      8037
Level:         Information
Computer:      WKS-0142.corp.local
Description:
{FilePath} passed Config CI policy and was allowed to run.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
8038,Microsoft-Windows-AppLocker/MSI and Script,Microsoft-Windows-AppLocker,Microsoft-Windows-AppLocker,,(Event from Microsoft-Windows-AppLocker; no message template provided by the manifest),"Log Name:      Microsoft-Windows-AppLocker/MSI and Script
Source:        Microsoft-Windows-AppLocker
Event ID:      8038
Level:         Information
Computer:      WKS-0142.corp.local
Description:
(no message template provided by the manifest for this event)","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Application Control Policies\AppLocker,,
2000,Microsoft-Windows-UAC-FileVirtualization/Operational,Microsoft-Windows-UAC-FileVirtualization,Microsoft-Windows-UAC-FileVirtualization,,Failed to register with Filter Manager.,"Log Name:      Microsoft-Windows-UAC-FileVirtualization/Operational
Source:        Microsoft-Windows-UAC-FileVirtualization
Event ID:      2000
Level:         Error
Computer:      WKS-0142.corp.local
Description:
Failed to register with Filter Manager.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options (User Account Control settings),,
2001,Microsoft-Windows-UAC-FileVirtualization/Operational,Microsoft-Windows-UAC-FileVirtualization,Microsoft-Windows-UAC-FileVirtualization,,Failed to read the settings.,"Log Name:      Microsoft-Windows-UAC-FileVirtualization/Operational
Source:        Microsoft-Windows-UAC-FileVirtualization
Event ID:      2001
Level:         Error
Computer:      WKS-0142.corp.local
Description:
Failed to read the settings.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options (User Account Control settings),,
2002,Microsoft-Windows-UAC-FileVirtualization/Operational,Microsoft-Windows-UAC-FileVirtualization,Microsoft-Windows-UAC-FileVirtualization,,Failed to read the file list.,"Log Name:      Microsoft-Windows-UAC-FileVirtualization/Operational
Source:        Microsoft-Windows-UAC-FileVirtualization
Event ID:      2002
Level:         Error
Computer:      WKS-0142.corp.local
Description:
Failed to read the file list.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options (User Account Control settings),,
2003,Microsoft-Windows-UAC-FileVirtualization/Operational,Microsoft-Windows-UAC-FileVirtualization,Microsoft-Windows-UAC-FileVirtualization,,Failed to initialize security.,"Log Name:      Microsoft-Windows-UAC-FileVirtualization/Operational
Source:        Microsoft-Windows-UAC-FileVirtualization
Event ID:      2003
Level:         Error
Computer:      WKS-0142.corp.local
Description:
Failed to initialize security.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options (User Account Control settings),,
2004,Microsoft-Windows-UAC-FileVirtualization/Operational,Microsoft-Windows-UAC-FileVirtualization,Microsoft-Windows-UAC-FileVirtualization,,Failed to start filtering.,"Log Name:      Microsoft-Windows-UAC-FileVirtualization/Operational
Source:        Microsoft-Windows-UAC-FileVirtualization
Event ID:      2004
Level:         Error
Computer:      WKS-0142.corp.local
Description:
Failed to start filtering.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options (User Account Control settings),,
2005,Microsoft-Windows-UAC-FileVirtualization/Operational,Microsoft-Windows-UAC-FileVirtualization,Microsoft-Windows-UAC-FileVirtualization,,Failed to set up the instance for a volume.,"Log Name:      Microsoft-Windows-UAC-FileVirtualization/Operational
Source:        Microsoft-Windows-UAC-FileVirtualization
Event ID:      2005
Level:         Error
Computer:      WKS-0142.corp.local
Description:
Failed to set up the instance for a volume.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options (User Account Control settings),,
2006,Microsoft-Windows-UAC-FileVirtualization/Operational,Microsoft-Windows-UAC-FileVirtualization,Microsoft-Windows-UAC-FileVirtualization,,Failed to query the virtualization mode.,"Log Name:      Microsoft-Windows-UAC-FileVirtualization/Operational
Source:        Microsoft-Windows-UAC-FileVirtualization
Event ID:      2006
Level:         Error
Computer:      WKS-0142.corp.local
Description:
Failed to query the virtualization mode.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",Computer Configuration\Windows Settings\Security Settings\Local Policies\Security Options (User Account Control settings),,
